#: :type=:list
#ID	AGS-balance_data-numeric_features.txt	AGS-balance_data-binary_all.txt	AGS-balance_data-all files	COLO205-balance_data-numeric_features.txt	COLO205-balance_data-binary_all.txt	COLO205-balance_data-all files	SW620-balance_data-numeric_features.txt	SW620-balance_data-binary_all.txt	SW620-balance_data-all files	DU145-balance_data-numeric_features.txt	DU145-balance_data-binary_all.txt	DU145-balance_data-all files	allCells-balance_data-numeric_features.txt	allCells-balance_data-binary_all.txt	allCells-balance_data-all files	anyCells-balance_data-numeric_features.txt	anyCells-balance_data-binary_all.txt	anyCells-balance_data-all files	AGS-non_balanced_data-numeric_features.txt	AGS-non_balanced_data-binary_all.txt	AGS-non_balanced_data-all files	COLO205-non_balanced_data-numeric_features.txt	COLO205-non_balanced_data-binary_all.txt	COLO205-non_balanced_data-all files	SW620-non_balanced_data-numeric_features.txt	SW620-non_balanced_data-binary_all.txt	SW620-non_balanced_data-all files	DU145-non_balanced_data-numeric_features.txt	DU145-non_balanced_data-binary_all.txt	DU145-non_balanced_data-all files	allCells-non_balanced_data-numeric_features.txt	allCells-non_balanced_data-binary_all.txt	allCells-non_balanced_data-all files	anyCells-non_balanced_data-numeric_features.txt	anyCells-non_balanced_data-binary_all.txt	anyCells-non_balanced_data-all files
ClosenessCentrality	8.78776776144903		4.40689077707543	7.70322947506225		3.4326004903882	8.98346454065684		4.46830516341944	7.79063193482532		3.25496007728323	7.39991380596536		3.0350217202985	7.44059704673389		3.36770257663776	9.00048536822539		3.88076794967098	7.20526074394794		3.25874769983209	8.71331015078451		4.62715426664603	7.00916288559938		3.03918990695685	5.84965691511608		2.65655642279116	6.21768017421386		2.52615129980272
BetweennessCentrality	10.8995498028183		4.47223397869072	8.91367124420279		3.38858667939609	8.39992120043767		3.54158114776692	7.9938197162434		2.97961717968123	9.06514360973728		3.82487811942587	8.82679048161488		3.77152875499973	9.56957994803474		4.4411859312846	8.39193309457196		3.64738952452503	7.78906605722307		3.15615107821854	8.38154777971135		3.42424498141078	7.48200940467186		3.11430497037342	7.11944274028921		3.30320166721324
Indegree	2.41227178215118		1.08448133180084	2.54180751455216		1.14767437602773	2.18645758259767		1.01284717425471	2.15508070869883		1.13313267966548	2.28934728812807		0.845330479184085	1.85768053517737		0.857333404131283	2.17759591443134		1.20204073624012	2.16667322432391		0.937271962257106	2.50874115139503		1.0153791651306	2.3392394558921		1.18604957581215	1.75877262838942		0.817440844512927	1.63410762381152		0.766385091286911
Outdegree	3.16135184749131		1.54743444449322	4.54015187680961		1.96422542481909	2.66863695405607		1.48803237769575	4.66670801318571		2.81732044201628	4.1443362517707		1.79766313805865	4.12415649373621		2.44913465258264	3.21037030804255		1.79251390629846	4.09572468949844		1.94608029282631	2.66593723730498		1.39653466344345	4.45954418067891		2.43291679940411	3.18723962945628		1.62860194745477	2.90614583008134		1.70842351212533
NeighborhoodConnectivity	6.11409892603447		2.50047636665708	7.08653887630156		2.39090761078828	6.96517379050108		2.49844289111027	6.07312252775621		2.25561729998013	6.52329256834398		1.92651829840779	5.18221604815181		1.91307190180559	5.85552455957133		2.48498922856175	6.12337561367835		2.13595117331336	6.47068760408463		2.22803951982473	6.38261952461767		2.16697218515952	5.43408295444845		1.77141038906973	4.24864465986479		1.77713189968628
Shortest_distance_target	3.98931428567945		2.20486873578238	3.4986141297678		1.50179050529433	3.37688595399493		1.55567230305182	2.27975441133881		1.13379543061435	3.51252754831363		1.63947509899159	3.70889925330543		2.13108712357959	3.43765989709962		1.94714116821573	3.11666385644953		1.30162527559805	3.46079215935073		1.67236833416522	2.27839626339003		1.2321993869145	2.54657146393921		1.0720791083438	3.06825372710516		1.71525019339615
Shortest_distance_output	4.87202143051587		2.28868656796334	6.46796554810635		3.30911331787105	8.60862716640352		4.49390350759669	10.3363861731113		4.99747280214818	9.60996484874326		4.62384940643107	6.71807020172257		3.00296290104586	4.73565905832011		2.05706251931737	6.13383195053529		2.75681673341918	7.97339111576228		4.27219778931519	9.32446112136748		4.51719872103286	5.86868176721592		2.74839035428715	4.02816383048818		1.90705196445632
PCI	8.86079034275056		3.76831798634371	8.77788576618909		3.14148532807572	8.75465807614521		3.74764391477604	9.08698145475216		3.12838718370633	7.71283083261839		3.5365016606221	12.2684381817403		4.91205572655028	8.20637604549696		3.70210422503647	8.53994041888337		3.40753798867225	8.57567912203333		3.71161737314695	8.85656484247873		3.61778593985716	6.30696789342493		2.48234466492505	9.78603751459606		4.46013509967732
Outdegree.inhibit	2.66130453331968		1.38214095848275	3.64444984219133		2.22791212098471	1.92871655606414		0.876955777801109	3.15941844760437		2.05299147845404	2.67001880106305		1.48209911970603	2.77252423845367		1.38760167707947	2.70837413233489		1.65176321027507	3.47829742026462		1.93194823860623	1.81284507204448		1.08287258766727	2.90997282247339		1.67931136963738	2.07728559607793		1.18386455954859	1.78302674181315		0.812196164758489
Outdegree.activate	3.00164725517519		1.47989656793241	2.99578905867467		1.27832500781283	2.16959009353046		1.08155187175086	2.56011494804505		1.15585817543096	3.02835260971048		1.10532909109686	2.66108176234625		1.42830833140278	2.850620910807		1.44264237450601	2.70209846279477		1.2227327683582	2.04727645845274		1.14260257546444	2.46949482893571		1.21392933032094	2.28525483746747		1.08357953339648	1.93617698571641		0.834869310260761
